date;federal_reserve_system;european_central_bank;swiss_national_bank;bank_england;reserve_bank_australia;bank_japan;bank_brazil
2008-12-11;;;0.5;;;;
2008-12-16;0.25;;;;;;
2008-12-18;;;;;;0.1;
2009-01-01;;;;;;;13.75
2009-01-08;;;;1.5;;;
2009-01-15;;2.00;;;;;
2009-01-21;;;;;;0.1;
2009-01-28;0.25;;;;;;
2009-02-01;;;;;;;12.75
2009-02-03;;;;;3.25;;
2009-02-05;;2.00;;1.00;;;
2009-03-03;;;;;3.25;;
2009-03-05;;1.5;;0.5;;;
2009-03-12;;;0.25;;;;
2009-03-16;;;;;;0.1;
2009-03-18;0.25;;;;;;
2009-04-01;;;;;;;11.25
2009-04-02;;1.25;;;;;
2009-04-06;;;;;;0.1;
2009-04-07;;;;;3.00;;
2009-04-09;;;;0.5;;;
2009-04-29;0.25;;;;;0.1;
2009-05-01;;;;;;;10.25
2009-05-05;;;;;3.00;;
2009-05-07;;1.00;;0.5;;;
2009-05-21;;;;;;0.1;
2009-06-02;;;;;3.00;;
2009-06-04;;1.00;;0.5;;;
2009-06-15;;;;;;0.1;
2009-06-18;;;0.25;;;;
2009-06-24;0.25;;;;;;
2009-07-01;;;;;;;9.25
2009-07-02;;1.00;;;;;
2009-07-07;;;;;3.00;;
2009-07-09;;;;0.5;;;
2009-07-14;;;;;;0.1;
2009-08-01;;;;;;;8.75
2009-08-04;;;;;3.00;;
2009-08-06;;1.00;;0.5;;;
2009-08-10;;;;;;0.1;
2009-08-12;0.25;;;;;;
2009-09-01;;;;;3.00;;
2009-09-03;;1.00;;;;;
2009-09-10;;;;0.5;;;
2009-09-16;;;;;;0.1;
2009-09-17;;;0.25;;;;
2009-09-23;0.25;;;;;;
2009-10-01;;;;;;;8.75
2009-10-06;;;;;3.25;;
2009-10-08;;1.00;;0.5;;;
2009-10-13;;;;;;0.1;
2009-10-29;;;;;;0.1;
2009-11-01;;;;;;;8.75
2009-11-03;;;;;3.5;;
2009-11-04;0.25;;;;;;
2009-11-05;;1.00;;0.5;;;
2009-11-19;;;;;;0.1;
2009-12-01;;;;;3.75;0.1;
2009-12-03;;1.00;;;;;
2009-12-10;;;0.25;0.5;;;
2009-12-16;0.25;;;;;;
2009-12-17;;;;;;0.1;
2010-01-01;;;;;;;8.75
2010-01-07;;;;0.5;;;
2010-01-14;;1.00;;;;;
2010-01-25;;;;;;0.1;
2010-01-27;0.25;;;;;;
2010-02-01;;;;;;;8.75
2010-02-02;;;;;3.75;;
2010-02-04;;1.00;;0.5;;;
2010-02-17;;;;;;0.1;
2010-03-02;;;;;4.00;;
2010-03-04;;1.00;;0.5;;;
2010-03-11;;;0.25;;;;
2010-03-16;0.25;;;;;0.1;
2010-04-01;;;;;;;8.75
2010-04-06;;;;;4.25;0.1;
2010-04-08;;1.00;;0.5;;;
2010-04-28;0.25;;;;;;
2010-04-29;;;;;;0.1;
2010-05-01;;;;;;;9.5
2010-05-04;;;;;4.5;;
2010-05-06;;1.00;;;;;
2010-05-09;;;;;;0.1;
2010-05-10;;;;0.5;;;
2010-05-20;;;;;;0.1;
2010-06-01;;;;;4.5;;
2010-06-10;;1.00;;0.5;;;
2010-06-14;;;;;;0.1;
2010-06-17;;;0.25;;;;
2010-06-23;0.25;;;;;;
2010-07-06;;;;;4.5;;
2010-07-08;;1.00;;0.5;;;
2010-07-14;;;;;;0.1;
2010-07-21;;;;;;;10.75
2010-08-03;;;;;4.5;;
2010-08-05;;1.00;;0.5;;;
2010-08-09;;;;;;0.1;
2010-08-10;0.25;;;;;;
2010-08-29;;;;;;0.1;
2010-09-02;;1.00;;;;;10.75
2010-09-06;;;;;;0.1;
2010-09-07;;;;;4.5;;
2010-09-09;;;;0.5;;;
2010-09-16;;;0.25;;;;
2010-09-21;0.25;;;;;;
2010-10-04;;;;;;0.1;
2010-10-05;;;;;4.5;;
2010-10-07;;1.00;;0.5;;;
2010-10-20;;;;;;;10.75
2010-10-27;;;;;;0.1;
2010-11-02;;;;;4.75;;
2010-11-03;0.25;;;;;;
2010-11-04;;1.00;;0.5;;0.1;
2010-12-02;;1.00;;;;;
2010-12-07;;;;;4.75;;
2010-12-08;;;;;;;10.75
2010-12-09;;;;0.5;;;
2010-12-14;0.25;;;;;;
2010-12-16;;;0.25;;;;
2010-12-20;;;;;;0.1;
2011-01-13;;1.00;;0.5;;;
2011-01-19;;;;;;;11.25
2011-01-24;;;;;;0.1;
2011-01-26;0.25;;;;;;
2011-02-01;;;;;4.75;;
2011-02-03;;1.00;;;;;
2011-02-10;;;;0.5;;;
2011-02-14;;;;;;0.1;
2011-03-01;;;;;4.75;;
2011-03-02;;;;;;;11.75
2011-03-03;;1.00;;;;;
2011-03-10;;;;0.5;;;
2011-03-14;;;;;;0.1;
2011-03-15;0.25;;;;;;
2011-03-17;;;0.25;;;;
2011-04-05;;;;;4.75;;
2011-04-06;;;;;;0.1;
2011-04-07;;1.25;;0.5;;;
2011-04-20;;;;;;;12.00
2011-04-27;0.25;;;;;0.1;
2011-05-03;;;;;4.75;;
2011-05-05;;1.25;;0.5;;;
2011-05-19;;;;;;0.1;
2011-06-07;;;;;4.75;;
2011-06-08;;;;;;;12.25
2011-06-09;;1.25;;0.5;;;
2011-06-13;;;;;;0.1;
2011-06-16;;;0.25;;;;
2011-06-22;0.25;;;;;;
2011-07-05;;;;;4.75;;
2011-07-07;;1.5;;0.5;;;
2011-07-11;;;;;;0.1;
2011-07-20;;;;;;;12.5
2011-08-02;;;;;4.75;;
2011-08-03;;;0.00;;;;
2011-08-04;;1.5;;0.5;;0.1;
2011-08-09;0.25;;;;;;
2011-08-31;;;;;;;12.00
2011-09-06;;;;;4.75;0.1;
2011-09-08;;1.5;;0.5;;;
2011-09-15;;;0.00;;;;
2011-09-21;0.25;;;;;;
2011-10-04;;;;;4.75;;
2011-10-06;;1.5;;0.5;;0.1;
2011-10-19;;;;;;;11.5
2011-10-26;;;;;;0.1;
2011-11-01;;;;;4.5;;
2011-11-02;0.25;;;;;;
2011-11-03;;1.25;;;;;
2011-11-10;;;;0.5;;;
2011-11-15;;;;;;0.1;
2011-11-30;;;;;;;11.00
2011-12-06;;;;;4.25;;
2011-12-08;;1.00;;0.5;;;
2011-12-13;0.25;;;;;;
2011-12-15;;;0.00;;;;
2011-12-20;;;;;;0.1;
2012-01-12;;1.00;;0.5;;;
2012-01-18;;;;;;;10.5
2012-01-23;;;;;;0.1;
2012-01-25;0.25;;;;;;
2012-02-07;;;;;4.25;;
2012-02-09;;1.00;;0.5;;;
2012-02-13;;;;;;0.1;
2012-03-06;;;;;4.25;;
2012-03-07;;;;;;;9.75
2012-03-08;;1.00;;0.5;;;
2012-03-13;0.25;;;;;0.1;
2012-03-15;;;0.00;;;;
2012-04-03;;;;;4.25;;
2012-04-04;;1.00;;;;;
2012-04-05;;;;0.5;;;
2012-04-09;;;;;;0.1;
2012-04-18;;;;;;;9.00
2012-04-25;0.25;;;;;;
2012-04-26;;;;;;0.1;
2012-05-01;;;;;3.75;;
2012-05-03;;1.00;;;;;
2012-05-10;;;;0.5;;;
2012-05-22;;;;;;0.1;
2012-05-30;;;;;;;8.5
2012-06-05;;;;;3.5;;
2012-06-06;;1.00;;;;;
2012-06-07;;;;0.5;;;
2012-06-14;;;0.00;;;0.1;
2012-06-20;0.25;;;;;;
2012-07-03;;;;;3.5;;
2012-07-05;;0.75;;0.5;;;
2012-07-11;;;;;;0.1;8.00
2012-08-01;0.25;;;;;;
2012-08-02;;0.75;;0.5;;;
2012-08-07;;;;;3.5;;
2012-08-08;;;;;;0.1;
2012-08-29;;;;;;;7.5
2012-09-04;;;;;3.5;;
2012-09-06;;0.75;;0.5;;;
2012-09-13;0.25;;0.00;;;;
2012-09-18;;;;;;0.1;
2012-10-02;;;;;3.25;;
2012-10-04;;0.75;;0.5;;0.1;
2012-10-10;;;;;;;7.25
2012-10-24;0.25;;;;;;
2012-10-30;;;;;;0.1;
2012-11-06;;;;;3.25;;
2012-11-08;;0.75;;0.5;;;
2012-11-19;;;;;;0.1;
2012-11-28;;;;;;;7.25
2012-12-04;;;;;3.00;;
2012-12-06;;0.75;;0.5;;;
2012-12-12;0.25;;;;;;
2012-12-13;;;0.00;;;;
2012-12-19;;;;;;0.1;
2013-01-10;;0.75;;0.5;;;
2013-01-16;;;;;;;7.25
2013-01-21;;;;;;0.1;
2013-01-30;0.25;;;;;;
2013-02-05;;;;;3.00;;
2013-02-07;;0.75;;0.5;;;
2013-02-13;;;;;;0.1;
2013-03-05;;;;;3.00;;
2013-03-06;;;;;;0.1;7.25
2013-03-07;;0.75;;0.5;;;
2013-03-14;;;0.00;;;;
2013-03-20;0.25;;;;;;
2013-04-02;;;;;3.00;;
2013-04-03;;;;;;0.1;
2013-04-04;;0.75;;0.5;;;
2013-04-17;;;;;;;7.5
2013-04-25;;;;;;0.1;
2013-05-01;0.25;;;;;;
2013-05-02;;0.5;;;;;
2013-05-07;;;;;2.75;;
2013-05-09;;;;0.5;;;
2013-05-21;;;;;;0.1;
2013-05-29;;;;;;;8.00
2013-06-04;;;;;2.75;;
2013-06-06;;0.5;;0.5;;;
2013-06-10;;;;;;0.1;
2013-06-19;0.25;;;;;;
2013-06-20;;;0.00;;;;
2013-07-02;;;;;2.75;;
2013-07-04;;0.5;;0.5;;;
2013-07-10;;;;;;0.1;8.5
2013-07-31;0.25;;;;;;
2013-08-01;;0.5;;0.5;;;
2013-08-06;;;;;2.5;;
2013-08-07;;;;;;0.1;
2013-08-28;;;;;;;9.00
2013-09-03;;;;;2.5;;
2013-09-04;;;;;;0.1;
2013-09-05;;0.5;;0.5;;;
2013-09-18;0.25;;;;;;
2013-09-19;;;0.00;;;;
2013-10-01;;;;;2.5;;
2013-10-02;;0.5;;;;;
2013-10-03;;;;;;0.1;
2013-10-09;;;;;;;9.5
2013-10-10;;;;0.5;;;
2013-10-30;0.25;;;;;0.1;
2013-11-05;;;;;2.5;;
2013-11-07;;0.25;;0.5;;;
2013-11-20;;;;;;0.1;
2013-11-27;;;;;;;10.00
2013-12-03;;;;;2.5;;
2013-12-05;;0.25;;0.5;;;
2013-12-12;;;0.00;;;;
2013-12-18;0.25;;;;;;
2013-12-20;;;;;;0.1;
2014-01-09;;0.25;;0.5;;;
2014-01-15;;;;;;;10.5
2014-01-21;;;;;;0.1;
2014-01-29;0.25;;;;;;
2014-02-04;;;;;2.5;;
2014-02-06;;0.25;;0.5;;;
2014-02-17;;;;;;0.1;
2014-02-26;;;;;;;10.75
2014-03-04;;;;;2.5;;
2014-03-06;;0.25;;0.5;;;
2014-03-10;;;;;;0.1;
2014-03-19;0.25;;;;;;
2014-03-20;;;0.00;;;;
2014-04-01;;;;;2.5;;
2014-04-02;;;;;;;11.00
2014-04-03;;0.25;;;;;
2014-04-07;;;;;;0.1;
2014-04-10;;;;0.5;;;
2014-04-29;;;;;;0.1;
2014-04-30;0.25;;;;;;
2014-05-06;;;;;2.5;;
2014-05-08;;0.25;;0.5;;;
2014-05-20;;;;;;0.1;
2014-05-28;;;;;;;11.00
2014-06-03;;;;;2.5;;
2014-06-05;;0.15;;0.5;;;
2014-06-12;;;;;;0.1;
2014-06-18;0.25;;;;;;
2014-06-19;;;0.00;;;;
2014-07-01;;;;;2.5;;
2014-07-03;;0.15;;;;;
2014-07-10;;;;0.5;;;
2014-07-14;;;;;;0.1;
2014-07-16;;;;;;;11.00
2014-07-30;0.25;;;;;;
2014-08-05;;;;;2.5;;
2014-08-07;;0.15;;0.5;;0.1;
2014-09-02;;;;;2.5;;
2014-09-03;;;;;;0.1;11.00
2014-09-04;;0.05;;0.5;;;
2014-09-17;0.25;;;;;;
2014-09-18;;;0.00;;;;
2014-10-02;;0.05;;;;;
2014-10-06;;;;;;0.1;
2014-10-07;;;;;2.5;;
2014-10-09;;;;0.5;;;
2014-10-29;0.25;;;;;;11.25
2014-10-30;;;;;;0.1;
2014-11-04;;;;;2.5;;
2014-11-06;;0.05;;0.5;;;
2014-11-18;;;;;;0.1;
2014-12-02;;;;;2.5;;
2014-12-03;;;;;;;11.75
2014-12-04;;0.05;;0.5;;;
2014-12-11;;;0.00;;;;
2014-12-17;0.25;;;;;;
2014-12-18;;;-0.25;;;0.1;
2015-01-08;;;;0.5;;;
2015-01-15;;;-0.75;;;;
2015-01-20;;;;;;0.1;
2015-01-21;;;;;;;12.25
2015-01-22;;0.05;;;;;
2015-01-28;0.25;;;;;;
2015-02-03;;;;;2.25;;
2015-02-05;;;;0.5;;;
2015-02-17;;;;;;0.1;
2015-03-03;;;;;2.25;;
2015-03-04;;;;;;;12.75
2015-03-05;;0.05;;0.5;;;
2015-03-16;;;;;;0.1;
2015-03-18;0.25;;;;;;
2015-03-19;;;-0.75;;;;
2015-04-07;;;;;2.25;0.1;
2015-04-09;;;;0.5;;;
2015-04-15;;0.05;;;;;
2015-04-29;0.25;;;;;0.1;13.25
2015-05-05;;;;;2.00;;
2015-05-11;;;;0.5;;;
2015-05-21;;;;;;0.1;
2015-06-02;;;;;2.00;;
2015-06-03;;0.05;;;;;13.75
2015-06-04;;;;0.5;;;
2015-06-17;0.25;;;;;;
2015-06-18;;;-0.75;;;0.1;
2015-07-07;;;;;2.00;;
2015-07-09;;;;0.5;;;
2015-07-14;;;;;;0.1;
2015-07-16;;0.05;;;;;
2015-07-29;0.25;;;;;;14.25
2015-08-04;;;;;2.00;;
2015-08-06;;;;0.5;;0.1;
2015-09-01;;;;;2.00;;
2015-09-02;;;;;;;14.25
2015-09-03;;0.05;;;;;
2015-09-10;;;;0.5;;;
2015-09-14;;;;;;0.1;
2015-09-17;0.25;;-0.75;;;;
2015-10-06;;;;;2.00;0.1;
2015-10-08;;;;0.5;;;
2015-10-21;;;;;;;14.25
2015-10-22;;0.05;;;;;
2015-10-28;0.25;;;;;;
2015-10-29;;;;;;0.1;
2015-11-03;;;;;2.00;;
2015-11-05;;;;0.5;;;
2015-11-18;;;;;;0.1;
2015-11-25;;;;;;;14.25
2015-12-01;;;;;2.00;;
2015-12-03;;0.05;;;;;
2015-12-10;;;-0.75;0.5;;;
2015-12-16;0.5;;;;;;
2015-12-17;;;;;;0.1;
2016-01-14;;;;0.5;;;
2016-01-20;;;;;;;14.25
2016-01-21;;0.05;;;;;
2016-01-27;0.5;;;;;;
2016-01-28;;;;;;-0.1;
2016-02-02;;;;;2.00;;
2016-02-04;;;;0.5;;;
2016-03-01;;;;;2.00;;
2016-03-02;;;;;;;14.25
2016-03-10;;0.00;;;;;
2016-03-14;;;;;;-0.1;
2016-03-16;0.5;;;;;;
2016-03-17;;;-0.75;0.5;;;
2016-04-05;;;;;2.00;;
2016-04-14;;;;0.5;;;
2016-04-21;;0.00;;;;;
2016-04-27;0.5;;;;;-0.1;14.25
2016-05-03;;;;;1.75;;
2016-05-12;;;;0.5;;;
2016-06-02;;0.00;;;;;
2016-06-07;;;;;1.75;;
2016-06-08;;;;;;;14.25
2016-06-15;0.5;;;;;-0.1;
2016-06-16;;;-0.75;0.5;;;
2016-07-05;;;;;1.75;;
2016-07-14;;;;0.5;;;
2016-07-20;;;;;;;14.25
2016-07-21;;0.00;;;;;
2016-07-27;0.5;;;;;;
2016-07-28;;;;;;-0.1;
2016-08-02;;;;;1.5;;
2016-08-04;;;;0.25;;;
2016-08-31;;;;;;;14.25
2016-09-06;;;;;1.5;;
2016-09-08;;0.00;;;;;
2016-09-15;;;-0.75;0.25;;;
2016-09-20;;;;;;-0.1;
2016-09-21;0.5;;;;;;
2016-10-04;;;;;1.5;;
2016-10-19;;;;;;;14.00
2016-10-20;;0.00;;;;;
2016-10-31;;;;;;-0.1;
2016-11-01;;;;;1.5;;
2016-11-02;0.5;;;;;;
2016-11-03;;;;0.25;;;
2016-11-30;;;;;;;13.75
2016-12-06;;;;;1.5;;
2016-12-08;;0.00;;;;;
2016-12-14;0.75;;;;;;
2016-12-15;;;-0.75;0.25;;;
2016-12-19;;;;;;-0.1;
2017-01-11;;;;;;;13.00
2017-01-19;;0.00;;;;;
2017-01-30;;;;;;-0.1;
2017-02-01;0.75;;;;;;
2017-02-02;;;;0.25;;;
2017-02-07;;;;;1.5;;
2017-02-22;;;;;;;12.25
2017-03-07;;;;;1.5;;
2017-03-09;;0.00;;;;;
2017-03-15;1.00;;;;;-0.1;
2017-03-16;;;-0.75;0.25;;;
2017-04-04;;;;;1.5;;
2017-04-12;;;;;;;11.25
2017-04-26;;;;;;-0.1;
2017-04-27;;0.00;;;;;
2017-05-02;;;;;1.5;;
2017-05-03;1.00;;;;;;
2017-05-11;;;;0.25;;;
2017-05-31;;;;;;;10.25
2017-06-06;;;;;1.5;;
2017-06-08;;0.00;;;;;
2017-06-14;1.25;;;;;;
2017-06-15;;;-0.75;0.25;;-0.1;
2017-07-04;;;;;1.5;;
2017-07-19;;;;;;-0.1;
2017-07-20;;0.00;;;;;
2017-07-26;1.25;;;;;;9.25
2017-08-01;;;;;1.5;;
2017-08-03;;;;0.25;;;
2017-09-05;;;;;1.5;;
2017-09-06;;;;;;;8.25
2017-09-07;;0.00;;;;;
2017-09-14;;;-0.75;0.25;;;
2017-09-20;1.25;;;;;-0.1;
2017-10-03;;;;;1.5;;
2017-10-25;;;;;;;7.5
2017-10-26;;0.00;;;;;
2017-10-30;;;;;;-0.1;
2017-11-01;1.25;;;;;;
2017-11-02;;;;0.5;;;
2017-11-07;;;;;1.5;;
2017-12-05;;;;;1.5;;
2017-12-06;;;;;;;7.00
2017-12-13;1.5;;;;;;
2017-12-14;;0.00;-0.75;0.5;;;
2017-12-20;;;;;;-0.1;
2018-01-22;;;;;;-0.1;
2018-01-25;;0.00;;;;;
2018-01-31;1.5;;;;;;
2018-02-06;;;;;1.5;;
2018-02-07;;;;;;;6.75
2018-02-08;;;;0.5;;;
2018-03-06;;;;;1.5;;
2018-03-08;;0.00;;;;;
2018-03-09;;;;;;-0.1;
2018-03-15;;;-0.75;;;;
2018-03-21;1.75;;;;;;6.5
2018-03-22;;;;0.5;;;
2018-04-03;;;;;1.5;;
2018-04-26;;0.00;;;;-0.1;
2018-05-01;;;;;1.5;;
2018-05-02;1.75;;;;;;
2018-05-10;;;;0.5;;;
2018-05-16;;;;;;;6.5
2018-06-05;;;;;1.5;;
2018-06-13;2.00;;;;;;
2018-06-14;;0.00;;;;-0.1;
2018-06-20;;;;;;;6.5
2018-06-21;;;-0.75;0.5;;;
2018-07-03;;;;;1.5;;
2018-07-26;;0.00;;;;;
2018-07-30;;;;;;-0.1;
2018-08-01;2.00;;;;;;6.5
2018-08-02;;;;0.75;;;
2018-08-07;;;;;1.5;;
2018-09-04;;;;;1.5;;
2018-09-13;;0.00;;0.75;;;
2018-09-18;;;;;;-0.1;
2018-09-19;;;;;;;6.5
2018-09-20;;;-0.75;;;;
2018-09-26;2.25;;;;;;
2018-10-02;;;;;1.5;;
2018-10-25;;0.00;;;;;
2018-10-30;;;;;;-0.1;
2018-10-31;;;;;;;6.5
2018-11-01;;;;0.75;;;
2018-11-06;;;;;1.5;;
2018-11-08;2.25;;;;;;
2018-12-04;;;;;1.5;;
2018-12-12;;;;;;;6.5
2018-12-13;;0.00;-0.75;;;;
2018-12-19;2.5;;;;;-0.1;
2018-12-20;;;;0.75;;;
2019-01-22;;;;;;-0.1;
2019-01-24;;0.00;;;;;
2019-01-30;2.5;;;;;;
2019-02-05;;;;;1.5;;
2019-02-06;;;;;;;6.5
2019-02-07;;;;0.75;;;
2019-03-05;;;;;1.5;;
2019-03-07;;0.00;;;;;
2019-03-14;;;;;;-0.1;
2019-03-20;2.5;;;;;;6.5
2019-03-21;;;-0.75;0.75;;;
2019-04-02;;;;;1.5;;
2019-04-10;;0.00;;;;;
2019-04-24;;;;;;-0.1;
2019-05-01;2.5;;;;;;
2019-05-02;;;;0.75;;;
2019-05-07;;;;;1.5;;
2019-05-08;;;;;;;6.5
2019-06-04;;;;;1.25;;
2019-06-06;;0.00;;;;;
2019-06-13;;;-0.75;;;;
2019-06-19;2.5;;;;;-0.1;6.5
2019-06-20;;;;0.75;;;
2019-07-02;;;;;1.00;;
2019-07-25;;0.00;;;;;
2019-07-29;;;;;;-0.1;
2019-07-31;2.25;;;;;;6.00
2019-08-01;;;;0.75;;;
2019-08-06;;;;;1.00;;
2019-09-03;;;;;1.00;;
2019-09-12;;0.00;;;;;
2019-09-18;2.00;;;;;-0.1;5.5
2019-09-19;;;-0.75;0.75;;;
2019-10-01;;;;;0.75;;
2019-10-24;;0.00;;;;;
2019-10-30;1.75;;;;;-0.1;5.00
2019-11-05;;;;;0.75;;
2019-11-07;;;;0.75;;;
2019-12-03;;;;;0.75;;
2019-12-11;1.75;;;;;;4.5
2019-12-12;;0.00;-0.75;;;;
2019-12-18;;;;;;-0.1;
2019-12-19;;;;0.75;;;
2020-01-20;;;;;;-0.1;
2020-01-23;;0.00;;;;;
2020-01-29;1.75;;;;;;
2020-01-30;;;;0.75;;;
2020-02-04;;;;;0.75;;
2020-02-05;;;;;;;4.25
2020-03-03;1.25;;;;0.5;;
2020-03-11;;;;0.25;;;
2020-03-12;;0.00;;;;;
2020-03-16;0.25;;;;;-0.1;
2020-03-18;;;;;;;3.75
2020-03-19;;;-0.75;0.1;0.25;;
2020-03-26;;;;0.1;;;
2020-04-07;;;;;0.25;;
2020-04-26;;;;;;-0.1;
2020-04-29;0.25;;;;;;
2020-04-30;;0.00;;;;;
2020-05-05;;;;;0.25;;
2020-05-06;;;;;;;3.00
2020-05-07;;;;0.1;;;
2020-05-21;;;;;;-0.1;
2020-06-02;;;;;0.25;;
2020-06-04;;0.00;;;;;
2020-06-10;0.25;;;;;;
2020-06-15;;;;;;-0.1;
2020-06-17;;;;;;;2.25
2020-06-18;;;-0.75;0.1;;;
2020-07-07;;;;;0.25;;
2020-07-14;;;;;;-0.1;
2020-07-16;;0.00;;;;;
2020-07-29;0.25;;;;;;
2020-08-04;;;;;0.25;;
2020-08-05;;;;;;;2.00
2020-08-06;;;;0.1;;;
2020-09-01;;;;;0.25;;
2020-09-10;;0.00;;;;;
2020-09-16;0.25;;;;;;2.00
2020-09-17;;;;0.1;;-0.1;
2020-09-24;;;-0.75;;;;
2020-10-06;;;;;0.25;;
2020-10-28;;;;;;-0.1;2.00
2020-10-29;;0.00;;;;;
2020-11-03;;;;;0.1;;
2020-11-05;0.25;;;0.1;;;
2020-12-01;;;;;0.1;;
2020-12-09;;;;;;;2.00
2020-12-10;;0.00;;;;;
2020-12-16;0.25;;;;;;
2020-12-17;;;-0.75;0.1;;-0.1;
2021-01-20;;;;;;-0.1;2.00
2021-01-21;;0.00;;;;;
2021-01-27;0.25;;;;;;
2021-02-02;;;;;0.1;;
2021-02-04;;;;0.1;;;
2021-03-02;;;;;0.1;;
2021-03-11;;0.00;;;;;
2021-03-17;0.25;;;;;;2.75
2021-03-18;;;;0.1;;-0.1;
2021-03-25;;;-0.75;;;;
2021-04-06;;;;;0.1;;
2021-04-22;;0.00;;;;;
2021-04-26;;;;;;-0.1;
2021-04-28;0.25;;;;;;
2021-05-04;;;;;0.1;;
2021-05-05;;;;;;;3.5
2021-05-06;;;;0.1;;;
2021-06-01;;;;;0.1;;
2021-06-10;;0.00;;;;;
2021-06-16;0.25;;;;;;4.25
2021-06-17;;;-0.75;;;-0.1;
2021-06-24;;;;0.1;;;
2021-07-06;;;;;0.1;;
2021-07-15;;;;;;-0.1;
2021-07-22;;0.00;;;;;
2021-07-28;0.25;;;;;;
2021-08-03;;;;;0.1;;
2021-08-04;;;;;;;5.25
2021-08-05;;;;0.1;;;
2021-09-07;;;;;0.1;;
2021-09-09;;0.00;;;;;
2021-09-21;;;;;;-0.1;
2021-09-22;0.25;;;;;;6.25
2021-09-23;;;-0.75;0.1;;;
2021-10-05;;;;;0.1;;
2021-10-27;;;;;;-0.1;7.75
2021-10-28;;0.00;;;;;
2021-11-02;;;;;0.1;;
2021-11-03;0.25;;;;;;
2021-11-04;;;;0.1;;;
2021-12-07;;;;;0.1;;
2021-12-08;;;;;;;9.25
2021-12-15;0.25;;;;;;
2021-12-16;;0.00;-0.75;0.25;;-0.1;
2022-01-17;;;;;;-0.1;
2022-01-26;0.25;;;;;;
2022-02-01;;;;;0.1;;
2022-02-02;;;;;;;10.75
2022-02-03;;0.00;;0.5;;;
2022-03-01;;;;;0.1;;
2022-03-10;;0.00;;;;;
2022-03-16;0.5;;;;;;11.75
2022-03-17;;;;0.75;;-0.1;
2022-03-24;;;-0.75;;;;
2022-04-05;;;;;0.1;;
2022-04-14;;0.00;;;;;
2022-04-27;;;;;;-0.1;
2022-05-03;;;;;0.35;;
2022-05-04;1.00;;;;;;12.75
2022-05-05;;;;1.00;;;
2022-06-07;;;;;0.85;;
2022-06-09;;0.00;;;;;
2022-06-15;1.75;;;;;;13.25
2022-06-16;;;-0.25;1.25;;-0.1;
2022-07-05;;;;;1.35;;
2022-07-20;;;;;;-0.1;
2022-07-21;;0.5;;;;;
2022-07-27;2.5;;;;;;
2022-08-02;;;;;1.85;;
2022-08-03;;;;;;;13.75
2022-08-04;;;;1.75;;;
2022-09-06;;;;;2.35;;
2022-09-08;;1.25;;;;;
2022-09-21;3.25;;;;;-0.1;13.75
2022-09-22;;;0.5;2.25;;;13.75
2022-10-04;;;;;2.6;;
2022-10-26;;;;;;;13.75
2022-10-27;;2.00;;;;-0.1;
2022-11-01;;;;;2.85;;
2022-11-02;4.00;;;;;;
2022-11-03;;;;3.00;;;
2022-12-06;;;;;3.1;;
2022-12-07;;;;;;;13.75
2022-12-14;4.5;;;;;;
2022-12-15;;2.5;1.00;3.5;;;
2022-12-19;;;;;;-0.1;
;;;;;;;
